time,open,low,close,volume
2014-01-02T08:00:00+08:00,54.65,54.0,54.9,323060.0
2014-01-03T08:00:00+08:00,54.0,53.2,53.5,922360.0
2014-01-06T08:00:00+08:00,53.55,53.5,54.4,494500.0
2014-01-07T08:00:00+08:00,54.4,53.6,54.35,1123330.0
2014-01-08T08:00:00+08:00,53.3,53.3,54.5,288610.0
2014-01-09T08:00:00+08:00,54.15,53.3,54.2,285420.0
2014-01-10T08:00:00+08:00,54.15,51.5,51.5,671580.0
2014-01-13T08:00:00+08:00,51.65,51.65,52.35,1024490.0
2014-01-14T08:00:00+08:00,52.0,52.0,53.0,587700.0
2014-01-15T08:00:00+08:00,52.0,52.0,54.2,379790.0
2014-01-16T08:00:00+08:00,54.2,53.25,53.3,470900.0
2014-01-17T08:00:00+08:00,54.2,52.75,52.75,128810.0
2014-01-20T08:00:00+08:00,52.75,52.75,53.0,197470.0
2014-01-21T08:00:00+08:00,53.5,52.5,52.6,399160.0
2014-01-22T08:00:00+08:00,52.6,52.6,54.75,1401920.0
2014-01-23T08:00:00+08:00,54.15,54.15,54.5,372390.0
2014-01-24T08:00:00+08:00,53.9,53.0,54.2,2328940.0
2014-01-27T08:00:00+08:00,53.1,52.5,52.6,1291100.0
2014-01-28T08:00:00+08:00,52.35,51.65,51.9,765590.0
2014-01-29T08:00:00+08:00,51.95,51.6,52.0,2494010.0
2014-01-30T08:00:00+08:00,51.5,50.5,52.0,3410310.0
2014-02-03T08:00:00+08:00,51.95,51.1,51.5,1876400.0
2014-02-04T08:00:00+08:00,51.35,50.05,50.1,1018440.0
2014-02-05T08:00:00+08:00,50.15,50.15,50.55,1459530.0
2014-02-06T08:00:00+08:00,50.2,50.2,50.5,1352370.0
2014-02-07T08:00:00+08:00,51.0,51.0,52.6,1430010.0
2014-02-10T08:00:00+08:00,52.55,52.2,52.55,655400.0
2014-02-11T08:00:00+08:00,52.5,52.5,54.9,1340500.0
2014-02-12T08:00:00+08:00,54.0,54.0,55.0,4212440.0
2014-02-13T08:00:00+08:00,55.0,54.0,55.0,1010410.0
2014-02-14T08:00:00+08:00,55.1,55.0,55.0,399260.0
2014-02-17T08:00:00+08:00,55.0,55.0,55.25,1131790.0
2014-02-18T08:00:00+08:00,55.25,55.0,55.0,868000.0
2014-02-19T08:00:00+08:00,54.85,54.85,55.45,1695910.0
2014-02-20T08:00:00+08:00,55.6,55.2,56.2,1819870.0
2014-02-21T08:00:00+08:00,56.2,55.65,56.25,1372640.0
2014-02-24T08:00:00+08:00,56.3,56.15,56.25,1852280.0
2014-02-25T08:00:00+08:00,56.3,56.0,56.2,2237550.0
2014-02-26T08:00:00+08:00,56.3,56.0,57.45,810920.0
2014-02-27T08:00:00+08:00,57.45,57.0,57.3,1818680.0
2014-02-28T08:00:00+08:00,57.0,56.05,59.0,3112270.0
2014-03-03T08:00:00+08:00,57.4,57.4,58.55,1123970.0
2014-03-04T08:00:00+08:00,58.55,58.55,59.5,1944180.0
2014-03-05T08:00:00+08:00,59.45,59.45,60.2,2068070.0
2014-03-06T08:00:00+08:00,60.2,60.1,61.0,1738420.0
