time,open,low,close,volume
2014-01-02T08:00:00+08:00,3.27,3.27,3.31,59753000.0
2014-01-03T08:00:00+08:00,3.33,3.27,3.31,37495000.0
2014-01-06T08:00:00+08:00,3.33,3.3,3.41,51048000.0
2014-01-07T08:00:00+08:00,3.42,3.38,3.4,52236000.0
2014-01-08T08:00:00+08:00,3.4,3.35,3.38,40894000.0
2014-01-09T08:00:00+08:00,3.4,3.3,3.3,47956000.0
2014-01-10T08:00:00+08:00,3.31,3.28,3.28,20765000.0
2014-01-13T08:00:00+08:00,3.28,3.28,3.36,38641000.0
2014-01-14T08:00:00+08:00,3.36,3.34,3.44,55205000.0
2014-01-15T08:00:00+08:00,3.45,3.38,3.4,15357000.0
2014-01-16T08:00:00+08:00,3.41,3.4,3.46,14432000.0
2014-01-17T08:00:00+08:00,3.46,3.42,3.52,90115000.0
2014-01-20T08:00:00+08:00,3.54,3.52,3.59,48625000.0
2014-01-21T08:00:00+08:00,3.59,3.56,3.59,35343000.0
2014-01-22T08:00:00+08:00,3.59,3.59,3.6,27684000.0
2014-01-23T08:00:00+08:00,3.6,3.57,3.62,30523000.0
2014-01-24T08:00:00+08:00,3.6,3.54,3.56,36276000.0
2014-01-27T08:00:00+08:00,3.5,3.46,3.54,38865000.0
2014-01-28T08:00:00+08:00,3.52,3.47,3.5,87933000.0
2014-01-29T08:00:00+08:00,3.52,3.52,3.59,29055000.0
2014-01-30T08:00:00+08:00,3.51,3.49,3.57,26155000.0
2014-02-03T08:00:00+08:00,3.58,3.53,3.58,12334000.0
2014-02-04T08:00:00+08:00,3.5,3.45,3.5,83291000.0
2014-02-05T08:00:00+08:00,3.5,3.49,3.5,47292000.0
2014-02-06T08:00:00+08:00,3.51,3.51,3.58,55882000.0
2014-02-07T08:00:00+08:00,3.6,3.6,3.74,64311000.0
2014-02-10T08:00:00+08:00,3.73,3.71,3.72,36978000.0
2014-02-11T08:00:00+08:00,3.72,3.72,3.76,56414000.0
2014-02-12T08:00:00+08:00,3.78,3.77,3.89,138327000.0
2014-02-13T08:00:00+08:00,3.87,3.78,3.78,84913000.0
2014-02-14T08:00:00+08:00,3.84,3.8,3.83,33257000.0
2014-02-17T08:00:00+08:00,3.83,3.83,3.89,34764000.0
2014-02-18T08:00:00+08:00,3.9,3.81,3.86,68747000.0
2014-02-19T08:00:00+08:00,3.85,3.82,3.93,63637000.0
2014-02-20T08:00:00+08:00,3.91,3.88,3.95,67801000.0
2014-02-21T08:00:00+08:00,3.99,3.88,3.91,73366000.0
2014-02-24T08:00:00+08:00,3.92,3.92,4.02,118492000.0
2014-02-25T08:00:00+08:00,4.04,4.04,4.16,153240000.0
2014-02-26T08:00:00+08:00,4.14,3.98,4.1,43524000.0
2014-02-27T08:00:00+08:00,4.1,4.1,4.15,83291000.0
2014-02-28T08:00:00+08:00,4.15,4.15,4.2,115920000.0
2014-03-03T08:00:00+08:00,4.19,4.1,4.2,76869000.0
2014-03-04T08:00:00+08:00,4.17,4.13,4.21,78108000.0
2014-03-05T08:00:00+08:00,4.23,4.23,4.25,91562000.0
2014-03-06T08:00:00+08:00,4.25,4.21,4.23,55016000.0
2014-03-07T08:00:00+08:00,4.26,4.18,4.19,47184000.0
2014-03-10T08:00:00+08:00,4.18,4.14,4.17,21563000.0
2014-03-11T08:00:00+08:00,4.2,4.17,4.18,41163000.0
2014-03-12T08:00:00+08:00,4.18,4.04,4.05,53251000.0
2014-03-13T08:00:00+08:00,4.08,4.06,4.17,33952000.0
2014-03-14T08:00:00+08:00,4.1,4.1,4.1,14511000.0
2014-03-17T08:00:00+08:00,4.1,4.0,4.03,33331000.0
2014-03-18T08:00:00+08:00,4.1,4.06,4.09,27472000.0
2014-03-19T08:00:00+08:00,4.09,4.08,4.14,56821000.0
2014-03-20T08:00:00+08:00,4.12,4.06,4.07,44750000.0
2014-03-21T08:00:00+08:00,4.11,4.08,4.08,18903000.0
2014-03-24T08:00:00+08:00,4.1,4.09,4.1,54124000.0
2014-03-25T08:00:00+08:00,4.14,4.09,4.12,35467000.0
2014-03-26T08:00:00+08:00,4.12,4.11,4.15,40396000.0
2014-03-27T08:00:00+08:00,4.15,4.08,4.13,25407000.0
2014-03-28T08:00:00+08:00,4.11,4.09,4.13,34516000.0
2014-03-31T08:00:00+08:00,4.14,4.14,4.19,65062000.0
2014-04-01T08:00:00+08:00,4.19,4.19,4.32,74338000.0
2014-04-02T08:00:00+08:00,4.34,4.34,4.49,220321000.0
2014-04-03T08:00:00+08:00,4.47,4.37,4.45,59780000.0
2014-04-04T08:00:00+08:00,4.45,4.41,4.41,21992000.0
2014-04-07T08:00:00+08:00,4.4,4.36,4.39,43996000.0
2014-04-08T08:00:00+08:00,4.4,4.33,4.37,35111000.0
2014-04-10T08:00:00+08:00,4.39,4.39,4.51,128192000.0
2014-04-11T08:00:00+08:00,4.49,4.41,4.49,44647000.0
2014-04-14T08:00:00+08:00,4.46,4.4,4.4,20539000.0
2014-04-15T08:00:00+08:00,4.45,4.39,4.39,67066000.0
2014-04-16T08:00:00+08:00,4.43,4.38,4.38,45742000.0
2014-04-21T08:00:00+08:00,4.4,4.4,4.47,62852000.0
2014-04-22T08:00:00+08:00,4.48,4.47,4.57,100236000.0
2014-04-23T08:00:00+08:00,4.57,4.52,4.55,62033000.0
2014-04-24T08:00:00+08:00,4.56,4.55,4.57,28574000.0
2014-04-25T08:00:00+08:00,4.56,4.55,4.59,46975000.0
2014-04-28T08:00:00+08:00,4.58,4.43,4.43,91116000.0
2014-04-29T08:00:00+08:00,4.48,4.45,4.45,34149000.0
2014-04-30T08:00:00+08:00,4.5,4.5,4.65,70060000.0
2014-05-02T08:00:00+08:00,4.7,4.66,4.67,62837000.0
2014-05-05T08:00:00+08:00,4.67,4.61,4.63,27742000.0
2014-05-06T08:00:00+08:00,4.63,4.62,4.75,29894000.0
2014-05-07T08:00:00+08:00,4.72,4.68,4.7,38008000.0
2014-05-08T08:00:00+08:00,4.72,4.67,4.67,39254000.0
2014-05-09T08:00:00+08:00,4.78,4.66,4.68,81374000.0
2014-05-12T08:00:00+08:00,4.7,4.55,4.55,80033000.0
2014-05-13T08:00:00+08:00,4.56,4.56,4.66,69835000.0
2014-05-14T08:00:00+08:00,4.7,4.67,4.68,83163000.0
2014-05-15T08:00:00+08:00,4.8,4.69,4.71,199040000.0
2014-05-16T08:00:00+08:00,4.73,4.6,4.64,75245000.0
2014-05-19T08:00:00+08:00,4.65,4.63,4.65,59861000.0
2014-05-20T08:00:00+08:00,4.67,4.53,4.62,67215000.0
2014-05-21T08:00:00+08:00,4.6,4.52,4.54,56163000.0
2014-05-22T08:00:00+08:00,4.59,4.53,4.57,74447000.0
2014-05-23T08:00:00+08:00,4.59,4.44,4.52,71470000.0
2014-05-26T08:00:00+08:00,4.55,4.48,4.57,75848000.0
2014-05-27T08:00:00+08:00,4.57,4.54,4.6,96058000.0
2014-05-28T08:00:00+08:00,4.62,4.62,4.64,103686000.0
2014-05-29T08:00:00+08:00,4.67,4.51,4.53,110930000.0
2014-05-30T08:00:00+08:00,4.65,4.5,4.7,90908000.0
2014-06-02T08:00:00+08:00,4.65,4.6,4.65,64107000.0
2014-06-03T08:00:00+08:00,4.7,4.64,4.7,83100000.0
2014-06-04T08:00:00+08:00,4.66,4.65,4.66,22238000.0
2014-06-05T08:00:00+08:00,4.68,4.62,4.65,101866000.0
2014-06-06T08:00:00+08:00,4.66,4.59,4.61,69787000.0
2014-06-09T08:00:00+08:00,4.63,4.58,4.6,85905000.0
2014-06-10T08:00:00+08:00,4.6,4.55,4.58,57724000.0
2014-06-11T08:00:00+08:00,4.58,4.49,4.56,53303000.0
2014-06-13T08:00:00+08:00,4.57,4.49,4.51,60926000.0
2014-06-16T08:00:00+08:00,4.56,4.48,4.52,61309000.0
2014-06-17T08:00:00+08:00,4.52,4.49,4.51,30824000.0
2014-06-18T08:00:00+08:00,4.5,4.3,4.41,104220000.0
2014-06-19T08:00:00+08:00,4.44,4.33,4.38,47576000.0
2014-06-20T08:00:00+08:00,4.39,4.36,4.52,66565000.0
2014-06-23T08:00:00+08:00,4.54,4.51,4.53,36476000.0
2014-06-24T08:00:00+08:00,4.55,4.52,4.57,30991000.0
2014-06-25T08:00:00+08:00,4.56,4.52,4.54,46486000.0
2014-06-26T08:00:00+08:00,4.54,4.49,4.54,66450000.0
2014-06-27T08:00:00+08:00,4.54,4.44,4.48,47521000.0
2014-06-30T08:00:00+08:00,4.48,4.44,4.5,50522000.0
2014-07-01T08:00:00+08:00,4.51,4.38,4.4,30963000.0
2014-07-02T08:00:00+08:00,4.45,4.37,4.42,34863000.0
2014-07-03T08:00:00+08:00,4.45,4.44,4.5,25114000.0
2014-07-04T08:00:00+08:00,4.51,4.51,4.58,72521000.0
